r,t,f,y,ProductionByTechnologyAnnual
"Greece","GRMHYDMS02","ELPOWTRANS",2034,0.62416303488
"Greece","GRMHYDMS02","ELPOWTRANS",2035,0.62416303488
"Greece","GRMHYDMS02","ELPOWTRANS",2036,0.62416303488
"Greece","GRMHYDMS02","ELPOWTRANS",2037,0.62416303488
"Greece","GRMHYDMS02","ELPOWTRANS",2038,0.62416303488
"Greece","GRMHYDMS02","ELPOWTRANS",2039,0.62416303488
"Greece","GRMHYDMS02","ELPOWTRANS",2040,0.62416303488
"Greece","GRMHYDMS02","ELPOWTRANS",2041,0.62416303488
"Greece","GRMHYDMS02","ELPOWTRANS",2042,0.62416303488
"Greece","GRMHYDMS02","ELPOWTRANS",2043,0.62416303488
"Greece","GRMHYDMS02","ELPOWTRANS",2044,0.62416303488
"Greece","GRMHYDMS02","ELPOWTRANS",2045,0.62416303488
"Greece","GRMHYDMS02","ELPOWTRANS",2046,0.62416303488
"Greece","GRMHYDMS02","ELPOWTRANS",2047,0.62416303488
"Greece","GRMHYDMS02","ELPOWTRANS",2048,0.62416303488
"Greece","GRMHYDMS02","ELPOWTRANS",2049,0.62416303488
"Greece","GRMHYDMS02","ELPOWTRANS",2050,0.62416303488
"Greece","GRMHYDMS02","ELRE",2019,0
"Greece","GRMHYDMS02","ELRE",2020,0
"Greece","GRMHYDMS02","ELRE",2021,0
"Greece","GRMHYDMS02","ELRE",2022,0
"Greece","GRMHYDMS02","ELRE",2023,0
"Greece","GRMHYDMS02","ELRE",2024,0
"Greece","GRMHYDMS02","ELRE",2025,0
"Greece","GRMHYDMS02","ELRE",2026,0
"Greece","GRMHYDMS02","ELRE",2027,0
"Greece","GRMHYDMS02","ELRE",2028,0
"Greece","GRMHYDMS02","ELRE",2029,0
"Greece","GRMHYDMS02","ELRE",2030,0
"Greece","GRMHYDMS02","ELRE",2031,0
"Greece","GRMHYDMS02","ELRE",2032,0
"Greece","GRMHYDMS02","ELRE",2033,0
"Greece","GRMHYDMS02","ELRE",2034,0
"Greece","GRMHYDMS02","ELRE",2035,0
"Greece","GRMHYDMS02","ELRE",2036,0
"Greece","GRMHYDMS02","ELRE",2037,0
"Greece","GRMHYDMS02","ELRE",2038,0
"Greece","GRMHYDMS02","ELRE",2039,0
"Greece","GRMHYDMS02","ELRE",2040,0
"Greece","GRMHYDMS02","ELRE",2041,0
"Greece","GRMHYDMS02","ELRE",2042,0
"Greece","GRMHYDMS02","ELRE",2043,0
"Greece","GRMHYDMS02","ELRE",2044,0
"Greece","GRMHYDMS02","ELRE",2045,0
"Greece","GRMHYDMS02","ELRE",2046,0
"Greece","GRMHYDMS02","ELRE",2047,0
"Greece","GRMHYDMS02","ELRE",2048,0
"Greece","GRMHYDMS02","ELRE",2049,0
"Greece","GRMHYDMS02","ELRE",2050,0
"Greece","GRMHYDMS02","ELTRDIS",2019,0
"Greece","GRMHYDMS02","ELTRDIS",2020,0
"Greece","GRMHYDMS02","ELTRDIS",2021,0
"Greece","GRMHYDMS02","ELTRDIS",2022,0
"Greece","GRMHYDMS02","ELTRDIS",2023,0
"Greece","GRMHYDMS02","ELTRDIS",2024,0
"Greece","GRMHYDMS02","ELTRDIS",2025,0
"Greece","GRMHYDMS02","ELTRDIS",2026,0
"Greece","GRMHYDMS02","ELTRDIS",2027,0
"Greece","GRMHYDMS02","ELTRDIS",2028,0
"Greece","GRMHYDMS02","ELTRDIS",2029,0
"Greece","GRMHYDMS02","ELTRDIS",2030,0
"Greece","GRMHYDMS02","ELTRDIS",2031,0
"Greece","GRMHYDMS02","ELTRDIS",2032,0
"Greece","GRMHYDMS02","ELTRDIS",2033,0
"Greece","GRMHYDMS02","ELTRDIS",2034,0
"Greece","GRMHYDMS02","ELTRDIS",2035,0
"Greece","GRMHYDMS02","ELTRDIS",2036,0
"Greece","GRMHYDMS02","ELTRDIS",2037,0
"Greece","GRMHYDMS02","ELTRDIS",2038,0
"Greece","GRMHYDMS02","ELTRDIS",2039,0
"Greece","GRMHYDMS02","ELTRDIS",2040,0
"Greece","GRMHYDMS02","ELTRDIS",2041,0
"Greece","GRMHYDMS02","ELTRDIS",2042,0
"Greece","GRMHYDMS02","ELTRDIS",2043,0
"Greece","GRMHYDMS02","ELTRDIS",2044,0
"Greece","GRMHYDMS02","ELTRDIS",2045,0
"Greece","GRMHYDMS02","ELTRDIS",2046,0
"Greece","GRMHYDMS02","ELTRDIS",2047,0
"Greece","GRMHYDMS02","ELTRDIS",2048,0
"Greece","GRMHYDMS02","ELTRDIS",2049,0
"Greece","GRMHYDMS02","ELTRDIS",2050,0
"Greece","GRMHYDMS02","GRBIOMASS",2019,0
"Greece","GRMHYDMS02","GRBIOMASS",2020,0
"Greece","GRMHYDMS02","GRBIOMASS",2021,0
"Greece","GRMHYDMS02","GRBIOMASS",2022,0
"Greece","GRMHYDMS02","GRBIOMASS",2023,0
"Greece","GRMHYDMS02","GRBIOMASS",2024,0
"Greece","GRMHYDMS02","GRBIOMASS",2025,0
"Greece","GRMHYDMS02","GRBIOMASS",2026,0
"Greece","GRMHYDMS02","GRBIOMASS",2027,0
"Greece","GRMHYDMS02","GRBIOMASS",2028,0
"Greece","GRMHYDMS02","GRBIOMASS",2029,0
"Greece","GRMHYDMS02","GRBIOMASS",2030,0
"Greece","GRMHYDMS02","GRBIOMASS",2031,0
"Greece","GRMHYDMS02","GRBIOMASS",2032,0
"Greece","GRMHYDMS02","GRBIOMASS",2033,0
"Greece","GRMHYDMS02","GRBIOMASS",2034,0
"Greece","GRMHYDMS02","GRBIOMASS",2035,0
"Greece","GRMHYDMS02","GRBIOMASS",2036,0
"Greece","GRMHYDMS02","GRBIOMASS",2037,0
"Greece","GRMHYDMS02","GRBIOMASS",2038,0
"Greece","GRMHYDMS02","GRBIOMASS",2039,0
"Greece","GRMHYDMS02","GRBIOMASS",2040,0
"Greece","GRMHYDMS02","GRBIOMASS",2041,0
"Greece","GRMHYDMS02","GRBIOMASS",2042,0
"Greece","GRMHYDMS02","GRBIOMASS",2043,0
"Greece","GRMHYDMS02","GRBIOMASS",2044,0
"Greece","GRMHYDMS02","GRBIOMASS",2045,0
"Greece","GRMHYDMS02","GRBIOMASS",2046,0
"Greece","GRMHYDMS02","GRBIOMASS",2047,0
"Greece","GRMHYDMS02","GRBIOMASS",2048,0
"Greece","GRMHYDMS02","GRBIOMASS",2049,0
"Greece","GRMHYDMS02","GRBIOMASS",2050,0
"Greece","GRMHYDMS02","GRCOAL",2019,0
"Greece","GRMHYDMS02","GRCOAL",2020,0
"Greece","GRMHYDMS02","GRCOAL",2021,0
"Greece","GRMHYDMS02","GRCOAL",2022,0
"Greece","GRMHYDMS02","GRCOAL",2023,0
"Greece","GRMHYDMS02","GRCOAL",2024,0
"Greece","GRMHYDMS02","GRCOAL",2025,0
"Greece","GRMHYDMS02","GRCOAL",2026,0
"Greece","GRMHYDMS02","GRCOAL",2027,0
"Greece","GRMHYDMS02","GRCOAL",2028,0
"Greece","GRMHYDMS02","GRCOAL",2029,0
"Greece","GRMHYDMS02","GRCOAL",2030,0
"Greece","GRMHYDMS02","GRCOAL",2031,0
"Greece","GRMHYDMS02","GRCOAL",2032,0
"Greece","GRMHYDMS02","GRCOAL",2033,0
"Greece","GRMHYDMS02","GRCOAL",2034,0
"Greece","GRMHYDMS02","GRCOAL",2035,0
"Greece","GRMHYDMS02","GRCOAL",2036,0
"Greece","GRMHYDMS02","GRCOAL",2037,0
"Greece","GRMHYDMS02","GRCOAL",2038,0
"Greece","GRMHYDMS02","GRCOAL",2039,0
"Greece","GRMHYDMS02","GRCOAL",2040,0
"Greece","GRMHYDMS02","GRCOAL",2041,0
"Greece","GRMHYDMS02","GRCOAL",2042,0
"Greece","GRMHYDMS02","GRCOAL",2043,0
"Greece","GRMHYDMS02","GRCOAL",2044,0
"Greece","GRMHYDMS02","GRCOAL",2045,0
"Greece","GRMHYDMS02","GRCOAL",2046,0
"Greece","GRMHYDMS02","GRCOAL",2047,0
"Greece","GRMHYDMS02","GRCOAL",2048,0
"Greece","GRMHYDMS02","GRCOAL",2049,0
"Greece","GRMHYDMS02","GRCOAL",2050,0
"Greece","GRMHYDMS02","GRDIESEL",2019,0
"Greece","GRMHYDMS02","GRDIESEL",2020,0
"Greece","GRMHYDMS02","GRDIESEL",2021,0
"Greece","GRMHYDMS02","GRDIESEL",2022,0
"Greece","GRMHYDMS02","GRDIESEL",2023,0
"Greece","GRMHYDMS02","GRDIESEL",2024,0
"Greece","GRMHYDMS02","GRDIESEL",2025,0
"Greece","GRMHYDMS02","GRDIESEL",2026,0
"Greece","GRMHYDMS02","GRDIESEL",2027,0
"Greece","GRMHYDMS02","GRDIESEL",2028,0
"Greece","GRMHYDMS02","GRDIESEL",2029,0
"Greece","GRMHYDMS02","GRDIESEL",2030,0
"Greece","GRMHYDMS02","GRDIESEL",2031,0
"Greece","GRMHYDMS02","GRDIESEL",2032,0
"Greece","GRMHYDMS02","GRDIESEL",2033,0
"Greece","GRMHYDMS02","GRDIESEL",2034,0
"Greece","GRMHYDMS02","GRDIESEL",2035,0
"Greece","GRMHYDMS02","GRDIESEL",2036,0
"Greece","GRMHYDMS02","GRDIESEL",2037,0
"Greece","GRMHYDMS02","GRDIESEL",2038,0
"Greece","GRMHYDMS02","GRDIESEL",2039,0
"Greece","GRMHYDMS02","GRDIESEL",2040,0
"Greece","GRMHYDMS02","GRDIESEL",2041,0
"Greece","GRMHYDMS02","GRDIESEL",2042,0
"Greece","GRMHYDMS02","GRDIESEL",2043,0
"Greece","GRMHYDMS02","GRDIESEL",2044,0
"Greece","GRMHYDMS02","GRDIESEL",2045,0
"Greece","GRMHYDMS02","GRDIESEL",2046,0
"Greece","GRMHYDMS02","GRDIESEL",2047,0
"Greece","GRMHYDMS02","GRDIESEL",2048,0
"Greece","GRMHYDMS02","GRDIESEL",2049,0
"Greece","GRMHYDMS02","GRDIESEL",2050,0
"Greece","GRMHYDMS02","GRGAS",2019,0
"Greece","GRMHYDMS02","GRGAS",2020,0
"Greece","GRMHYDMS02","GRGAS",2021,0
"Greece","GRMHYDMS02","GRGAS",2022,0
"Greece","GRMHYDMS02","GRGAS",2023,0
"Greece","GRMHYDMS02","GRGAS",2024,0
"Greece","GRMHYDMS02","GRGAS",2025,0
"Greece","GRMHYDMS02","GRGAS",2026,0
"Greece","GRMHYDMS02","GRGAS",2027,0
"Greece","GRMHYDMS02","GRGAS",2028,0
"Greece","GRMHYDMS02","GRGAS",2029,0
"Greece","GRMHYDMS02","GRGAS",2030,0
"Greece","GRMHYDMS02","GRGAS",2031,0
"Greece","GRMHYDMS02","GRGAS",2032,0
"Greece","GRMHYDMS02","GRGAS",2033,0
"Greece","GRMHYDMS02","GRGAS",2034,0
"Greece","GRMHYDMS02","GRGAS",2035,0
"Greece","GRMHYDMS02","GRGAS",2036,0
"Greece","GRMHYDMS02","GRGAS",2037,0
"Greece","GRMHYDMS02","GRGAS",2038,0
"Greece","GRMHYDMS02","GRGAS",2039,0
"Greece","GRMHYDMS02","GRGAS",2040,0
"Greece","GRMHYDMS02","GRGAS",2041,0
"Greece","GRMHYDMS02","GRGAS",2042,0
"Greece","GRMHYDMS02","GRGAS",2043,0
"Greece","GRMHYDMS02","GRGAS",2044,0
"Greece","GRMHYDMS02","GRGAS",2045,0
"Greece","GRMHYDMS02","GRGAS",2046,0
"Greece","GRMHYDMS02","GRGAS",2047,0
"Greece","GRMHYDMS02","GRGAS",2048,0
"Greece","GRMHYDMS02","GRGAS",2049,0
"Greece","GRMHYDMS02","GRGAS",2050,0
"Greece","GRMHYDMS02","GROIL",2019,0
"Greece","GRMHYDMS02","GROIL",2020,0
"Greece","GRMHYDMS02","GROIL",2021,0
"Greece","GRMHYDMS02","GROIL",2022,0
"Greece","GRMHYDMS02","GROIL",2023,0
"Greece","GRMHYDMS02","GROIL",2024,0
"Greece","GRMHYDMS02","GROIL",2025,0
"Greece","GRMHYDMS02","GROIL",2026,0
"Greece","GRMHYDMS02","GROIL",2027,0
"Greece","GRMHYDMS02","GROIL",2028,0
"Greece","GRMHYDMS02","GROIL",2029,0
"Greece","GRMHYDMS02","GROIL",2030,0
"Greece","GRMHYDMS02","GROIL",2031,0
"Greece","GRMHYDMS02","GROIL",2032,0
"Greece","GRMHYDMS02","GROIL",2033,0
"Greece","GRMHYDMS02","GROIL",2034,0
"Greece","GRMHYDMS02","GROIL",2035,0
"Greece","GRMHYDMS02","GROIL",2036,0
"Greece","GRMHYDMS02","GROIL",2037,0
"Greece","GRMHYDMS02","GROIL",2038,0
"Greece","GRMHYDMS02","GROIL",2039,0
"Greece","GRMHYDMS02","GROIL",2040,0
"Greece","GRMHYDMS02","GROIL",2041,0
"Greece","GRMHYDMS02","GROIL",2042,0
"Greece","GRMHYDMS02","GROIL",2043,0
"Greece","GRMHYDMS02","GROIL",2044,0
"Greece","GRMHYDMS02","GROIL",2045,0
"Greece","GRMHYDMS02","GROIL",2046,0
"Greece","GRMHYDMS02","GROIL",2047,0
"Greece","GRMHYDMS02","GROIL",2048,0
"Greece","GRMHYDMS02","GROIL",2049,0
"Greece","GRMHYDMS02","GROIL",2050,0
"Greece","GRMHYDMS03","ALEL",2019,0
"Greece","GRMHYDMS03","ALEL",2020,0
"Greece","GRMHYDMS03","ALEL",2021,0
"Greece","GRMHYDMS03","ALEL",2022,0
"Greece","GRMHYDMS03","ALEL",2023,0
"Greece","GRMHYDMS03","ALEL",2024,0
"Greece","GRMHYDMS03","ALEL",2025,0
"Greece","GRMHYDMS03","ALEL",2026,0
"Greece","GRMHYDMS03","ALEL",2027,0
"Greece","GRMHYDMS03","ALEL",2028,0
"Greece","GRMHYDMS03","ALEL",2029,0
"Greece","GRMHYDMS03","ALEL",2030,0
"Greece","GRMHYDMS03","ALEL",2031,0
"Greece","GRMHYDMS03","ALEL",2032,0
"Greece","GRMHYDMS03","ALEL",2033,0
"Greece","GRMHYDMS03","ALEL",2034,0
"Greece","GRMHYDMS03","ALEL",2035,0
"Greece","GRMHYDMS03","ALEL",2036,0
"Greece","GRMHYDMS03","ALEL",2037,0
"Greece","GRMHYDMS03","ALEL",2038,0
"Greece","GRMHYDMS03","ALEL",2039,0
"Greece","GRMHYDMS03","ALEL",2040,0
"Greece","GRMHYDMS03","ALEL",2041,0
"Greece","GRMHYDMS03","ALEL",2042,0
"Greece","GRMHYDMS03","ALEL",2043,0
"Greece","GRMHYDMS03","ALEL",2044,0
"Greece","GRMHYDMS03","ALEL",2045,0
"Greece","GRMHYDMS03","ALEL",2046,0
"Greece","GRMHYDMS03","ALEL",2047,0
"Greece","GRMHYDMS03","ALEL",2048,0
"Greece","GRMHYDMS03","ALEL",2049,0
"Greece","GRMHYDMS03","ALEL",2050,0
"Greece","GRMHYDMS03","ELDISFIN",2019,0
"Greece","GRMHYDMS03","ELDISFIN",2020,0
"Greece","GRMHYDMS03","ELDISFIN",2021,0
"Greece","GRMHYDMS03","ELDISFIN",2022,0
"Greece","GRMHYDMS03","ELDISFIN",2023,0
"Greece","GRMHYDMS03","ELDISFIN",2024,0
"Greece","GRMHYDMS03","ELDISFIN",2025,0
"Greece","GRMHYDMS03","ELDISFIN",2026,0
"Greece","GRMHYDMS03","ELDISFIN",2027,0
"Greece","GRMHYDMS03","ELDISFIN",2028,0
"Greece","GRMHYDMS03","ELDISFIN",2029,0
"Greece","GRMHYDMS03","ELDISFIN",2030,0
"Greece","GRMHYDMS03","ELDISFIN",2031,0
"Greece","GRMHYDMS03","ELDISFIN",2032,0
"Greece","GRMHYDMS03","ELDISFIN",2033,0
"Greece","GRMHYDMS03","ELDISFIN",2034,0
"Greece","GRMHYDMS03","ELDISFIN",2035,0
"Greece","GRMHYDMS03","ELDISFIN",2036,0
"Greece","GRMHYDMS03","ELDISFIN",2037,0
"Greece","GRMHYDMS03","ELDISFIN",2038,0
"Greece","GRMHYDMS03","ELDISFIN",2039,0
"Greece","GRMHYDMS03","ELDISFIN",2040,0
"Greece","GRMHYDMS03","ELDISFIN",2041,0
"Greece","GRMHYDMS03","ELDISFIN",2042,0
"Greece","GRMHYDMS03","ELDISFIN",2043,0
"Greece","GRMHYDMS03","ELDISFIN",2044,0
"Greece","GRMHYDMS03","ELDISFIN",2045,0
"Greece","GRMHYDMS03","ELDISFIN",2046,0
"Greece","GRMHYDMS03","ELDISFIN",2047,0
"Greece","GRMHYDMS03","ELDISFIN",2048,0
"Greece","GRMHYDMS03","ELDISFIN",2049,0
"Greece","GRMHYDMS03","ELDISFIN",2050,0
"Greece","GRMHYDMS03","ELPOWTRANS",2019,15.604075872
"Greece","GRMHYDMS03","ELPOWTRANS",2020,15.604075872
"Greece","GRMHYDMS03","ELPOWTRANS",2021,15.604075872
"Greece","GRMHYDMS03","ELPOWTRANS",2022,15.604075872
"Greece","GRMHYDMS03","ELPOWTRANS",2023,15.604075872
"Greece","GRMHYDMS03","ELPOWTRANS",2024,15.604075872
"Greece","GRMHYDMS03","ELPOWTRANS",2025,15.604075872
"Greece","GRMHYDMS03","ELPOWTRANS",2026,15.604075872
"Greece","GRMHYDMS03","ELPOWTRANS",2027,15.604075872
"Greece","GRMHYDMS03","ELPOWTRANS",2028,15.604075872
"Greece","GRMHYDMS03","ELPOWTRANS",2029,15.604075872
"Greece","GRMHYDMS03","ELPOWTRANS",2030,15.604075872
"Greece","GRMHYDMS03","ELPOWTRANS",2031,15.604075872
"Greece","GRMHYDMS03","ELPOWTRANS",2032,15.604075872
"Greece","GRMHYDMS03","ELPOWTRANS",2033,15.604075872
"Greece","GRMHYDMS03","ELPOWTRANS",2034,15.604075872
"Greece","GRMHYDMS03","ELPOWTRANS",2035,15.604075872
"Greece","GRMHYDMS03","ELPOWTRANS",2036,15.604075872
"Greece","GRMHYDMS03","ELPOWTRANS",2037,15.604075872
"Greece","GRMHYDMS03","ELPOWTRANS",2038,15.604075872
"Greece","GRMHYDMS03","ELPOWTRANS",2039,15.604075872
"Greece","GRMHYDMS03","ELPOWTRANS",2040,15.604075872
"Greece","GRMHYDMS03","ELPOWTRANS",2041,15.604075872
"Greece","GRMHYDMS03","ELPOWTRANS",2042,15.604075872
"Greece","GRMHYDMS03","ELPOWTRANS",2043,15.604075872
"Greece","GRMHYDMS03","ELPOWTRANS",2044,15.604075872
"Greece","GRMHYDMS03","ELPOWTRANS",2045,15.604075872
"Greece","GRMHYDMS03","ELPOWTRANS",2046,15.604075872
"Greece","GRMHYDMS03","ELPOWTRANS",2047,15.604075872
"Greece","GRMHYDMS03","ELPOWTRANS",2048,15.604075872
"Greece","GRMHYDMS03","ELPOWTRANS",2049,15.604075872
"Greece","GRMHYDMS03","ELPOWTRANS",2050,15.604075872
"Greece","GRMHYDMS03","ELRE",2019,0
"Greece","GRMHYDMS03","ELRE",2020,0
"Greece","GRMHYDMS03","ELRE",2021,0
"Greece","GRMHYDMS03","ELRE",2022,0
"Greece","GRMHYDMS03","ELRE",2023,0
"Greece","GRMHYDMS03","ELRE",2024,0
"Greece","GRMHYDMS03","ELRE",2025,0
"Greece","GRMHYDMS03","ELRE",2026,0
"Greece","GRMHYDMS03","ELRE",2027,0
"Greece","GRMHYDMS03","ELRE",2028,0
"Greece","GRMHYDMS03","ELRE",2029,0
"Greece","GRMHYDMS03","ELRE",2030,0
"Greece","GRMHYDMS03","ELRE",2031,0
"Greece","GRMHYDMS03","ELRE",2032,0
"Greece","GRMHYDMS03","ELRE",2033,0
"Greece","GRMHYDMS03","ELRE",2034,0
"Greece","GRMHYDMS03","ELRE",2035,0
"Greece","GRMHYDMS03","ELRE",2036,0
"Greece","GRMHYDMS03","ELRE",2037,0
"Greece","GRMHYDMS03","ELRE",2038,0
"Greece","GRMHYDMS03","ELRE",2039,0
"Greece","GRMHYDMS03","ELRE",2040,0
"Greece","GRMHYDMS03","ELRE",2041,0
"Greece","GRMHYDMS03","ELRE",2042,0
"Greece","GRMHYDMS03","ELRE",2043,0
"Greece","GRMHYDMS03","ELRE",2044,0
"Greece","GRMHYDMS03","ELRE",2045,0
"Greece","GRMHYDMS03","ELRE",2046,0
"Greece","GRMHYDMS03","ELRE",2047,0
"Greece","GRMHYDMS03","ELRE",2048,0
"Greece","GRMHYDMS03","ELRE",2049,0
"Greece","GRMHYDMS03","ELRE",2050,0
"Greece","GRMHYDMS03","ELTRDIS",2019,0
"Greece","GRMHYDMS03","ELTRDIS",2020,0
"Greece","GRMHYDMS03","ELTRDIS",2021,0
"Greece","GRMHYDMS03","ELTRDIS",2022,0
"Greece","GRMHYDMS03","ELTRDIS",2023,0
"Greece","GRMHYDMS03","ELTRDIS",2024,0
"Greece","GRMHYDMS03","ELTRDIS",2025,0
"Greece","GRMHYDMS03","ELTRDIS",2026,0
"Greece","GRMHYDMS03","ELTRDIS",2027,0
"Greece","GRMHYDMS03","ELTRDIS",2028,0
"Greece","GRMHYDMS03","ELTRDIS",2029,0
"Greece","GRMHYDMS03","ELTRDIS",2030,0
"Greece","GRMHYDMS03","ELTRDIS",2031,0
"Greece","GRMHYDMS03","ELTRDIS",2032,0
"Greece","GRMHYDMS03","ELTRDIS",2033,0
"Greece","GRMHYDMS03","ELTRDIS",2034,0
"Greece","GRMHYDMS03","ELTRDIS",2035,0
"Greece","GRMHYDMS03","ELTRDIS",2036,0
"Greece","GRMHYDMS03","ELTRDIS",2037,0
"Greece","GRMHYDMS03","ELTRDIS",2038,0
"Greece","GRMHYDMS03","ELTRDIS",2039,0
"Greece","GRMHYDMS03","ELTRDIS",2040,0
"Greece","GRMHYDMS03","ELTRDIS",2041,0
"Greece","GRMHYDMS03","ELTRDIS",2042,0
"Greece","GRMHYDMS03","ELTRDIS",2043,0
"Greece","GRMHYDMS03","ELTRDIS",2044,0
"Greece","GRMHYDMS03","ELTRDIS",2045,0
"Greece","GRMHYDMS03","ELTRDIS",2046,0
"Greece","GRMHYDMS03","ELTRDIS",2047,0
"Greece","GRMHYDMS03","ELTRDIS",2048,0
"Greece","GRMHYDMS03","ELTRDIS",2049,0
"Greece","GRMHYDMS03","ELTRDIS",2050,0
"Greece","GRMHYDMS03","GRBIOMASS",2019,0
"Greece","GRMHYDMS03","GRBIOMASS",2020,0
"Greece","GRMHYDMS03","GRBIOMASS",2021,0
"Greece","GRMHYDMS03","GRBIOMASS",2022,0
"Greece","GRMHYDMS03","GRBIOMASS",2023,0
"Greece","GRMHYDMS03","GRBIOMASS",2024,0
"Greece","GRMHYDMS03","GRBIOMASS",2025,0
"Greece","GRMHYDMS03","GRBIOMASS",2026,0
"Greece","GRMHYDMS03","GRBIOMASS",2027,0
"Greece","GRMHYDMS03","GRBIOMASS",2028,0
"Greece","GRMHYDMS03","GRBIOMASS",2029,0
"Greece","GRMHYDMS03","GRBIOMASS",2030,0
"Greece","GRMHYDMS03","GRBIOMASS",2031,0
"Greece","GRMHYDMS03","GRBIOMASS",2032,0
"Greece","GRMHYDMS03","GRBIOMASS",2033,0
"Greece","GRMHYDMS03","GRBIOMASS",2034,0
"Greece","GRMHYDMS03","GRBIOMASS",2035,0
"Greece","GRMHYDMS03","GRBIOMASS",2036,0
"Greece","GRMHYDMS03","GRBIOMASS",2037,0
"Greece","GRMHYDMS03","GRBIOMASS",2038,0
"Greece","GRMHYDMS03","GRBIOMASS",2039,0
"Greece","GRMHYDMS03","GRBIOMASS",2040,0
"Greece","GRMHYDMS03","GRBIOMASS",2041,0
"Greece","GRMHYDMS03","GRBIOMASS",2042,0
"Greece","GRMHYDMS03","GRBIOMASS",2043,0
"Greece","GRMHYDMS03","GRBIOMASS",2044,0
"Greece","GRMHYDMS03","GRBIOMASS",2045,0
"Greece","GRMHYDMS03","GRBIOMASS",2046,0
"Greece","GRMHYDMS03","GRBIOMASS",2047,0
"Greece","GRMHYDMS03","GRBIOMASS",2048,0
"Greece","GRMHYDMS03","GRBIOMASS",2049,0
"Greece","GRMHYDMS03","GRBIOMASS",2050,0
"Greece","GRMHYDMS03","GRCOAL",2019,0
"Greece","GRMHYDMS03","GRCOAL",2020,0
"Greece","GRMHYDMS03","GRCOAL",2021,0
"Greece","GRMHYDMS03","GRCOAL",2022,0
"Greece","GRMHYDMS03","GRCOAL",2023,0
"Greece","GRMHYDMS03","GRCOAL",2024,0
"Greece","GRMHYDMS03","GRCOAL",2025,0
"Greece","GRMHYDMS03","GRCOAL",2026,0
"Greece","GRMHYDMS03","GRCOAL",2027,0
"Greece","GRMHYDMS03","GRCOAL",2028,0
"Greece","GRMHYDMS03","GRCOAL",2029,0
"Greece","GRMHYDMS03","GRCOAL",2030,0
"Greece","GRMHYDMS03","GRCOAL",2031,0
"Greece","GRMHYDMS03","GRCOAL",2032,0
"Greece","GRMHYDMS03","GRCOAL",2033,0
"Greece","GRMHYDMS03","GRCOAL",2034,0
"Greece","GRMHYDMS03","GRCOAL",2035,0
"Greece","GRMHYDMS03","GRCOAL",2036,0
"Greece","GRMHYDMS03","GRCOAL",2037,0
"Greece","GRMHYDMS03","GRCOAL",2038,0
"Greece","GRMHYDMS03","GRCOAL",2039,0
"Greece","GRMHYDMS03","GRCOAL",2040,0
"Greece","GRMHYDMS03","GRCOAL",2041,0
"Greece","GRMHYDMS03","GRCOAL",2042,0
"Greece","GRMHYDMS03","GRCOAL",2043,0
"Greece","GRMHYDMS03","GRCOAL",2044,0
"Greece","GRMHYDMS03","GRCOAL",2045,0
"Greece","GRMHYDMS03","GRCOAL",2046,0
"Greece","GRMHYDMS03","GRCOAL",2047,0
"Greece","GRMHYDMS03","GRCOAL",2048,0
"Greece","GRMHYDMS03","GRCOAL",2049,0
"Greece","GRMHYDMS03","GRCOAL",2050,0
"Greece","GRMHYDMS03","GRDIESEL",2019,0
"Greece","GRMHYDMS03","GRDIESEL",2020,0
"Greece","GRMHYDMS03","GRDIESEL",2021,0
"Greece","GRMHYDMS03","GRDIESEL",2022,0
"Greece","GRMHYDMS03","GRDIESEL",2023,0
"Greece","GRMHYDMS03","GRDIESEL",2024,0
"Greece","GRMHYDMS03","GRDIESEL",2025,0
"Greece","GRMHYDMS03","GRDIESEL",2026,0
"Greece","GRMHYDMS03","GRDIESEL",2027,0
"Greece","GRMHYDMS03","GRDIESEL",2028,0
"Greece","GRMHYDMS03","GRDIESEL",2029,0
"Greece","GRMHYDMS03","GRDIESEL",2030,0
"Greece","GRMHYDMS03","GRDIESEL",2031,0
"Greece","GRMHYDMS03","GRDIESEL",2032,0
"Greece","GRMHYDMS03","GRDIESEL",2033,0
"Greece","GRMHYDMS03","GRDIESEL",2034,0
"Greece","GRMHYDMS03","GRDIESEL",2035,0
"Greece","GRMHYDMS03","GRDIESEL",2036,0
"Greece","GRMHYDMS03","GRDIESEL",2037,0
"Greece","GRMHYDMS03","GRDIESEL",2038,0
"Greece","GRMHYDMS03","GRDIESEL",2039,0
"Greece","GRMHYDMS03","GRDIESEL",2040,0
"Greece","GRMHYDMS03","GRDIESEL",2041,0
"Greece","GRMHYDMS03","GRDIESEL",2042,0
"Greece","GRMHYDMS03","GRDIESEL",2043,0
"Greece","GRMHYDMS03","GRDIESEL",2044,0
"Greece","GRMHYDMS03","GRDIESEL",2045,0
"Greece","GRMHYDMS03","GRDIESEL",2046,0
"Greece","GRMHYDMS03","GRDIESEL",2047,0
"Greece","GRMHYDMS03","GRDIESEL",2048,0
"Greece","GRMHYDMS03","GRDIESEL",2049,0
"Greece","GRMHYDMS03","GRDIESEL",2050,0
"Greece","GRMHYDMS03","GRGAS",2019,0
"Greece","GRMHYDMS03","GRGAS",2020,0
"Greece","GRMHYDMS03","GRGAS",2021,0
"Greece","GRMHYDMS03","GRGAS",2022,0
"Greece","GRMHYDMS03","GRGAS",2023,0
"Greece","GRMHYDMS03","GRGAS",2024,0
"Greece","GRMHYDMS03","GRGAS",2025,0
